Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src
koka-noodles-spicy-singapore,Koka Noodles Spicy Singapore,85g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,85,shopify,100,deny,manual,300,TRUE,TRUE,https://assets.indolj.io/upload/1761909230-Koka Noodles Spicy Singapore 85g.jpg?q=10
koka-noodles-beep,Koka Noodles Beep,85g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,85,shopify,100,deny,manual,300,TRUE,TRUE,https://assets.indolj.io/upload/1761909371-Koka Noodles Beep 85g.jpg?q=10
nutella,Nutella,350g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,350,shopify,100,deny,manual,2650,TRUE,TRUE,https://assets.indolj.io/upload/1752363563-Nutella 350g.jpg?q=10
mr-waffle-caramel-sauce,MR Waffle Caramel Sauce,280g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,280,shopify,100,deny,manual,1190,TRUE,TRUE,https://assets.indolj.io/upload/1752363481-MR Waffle Caramel Sauce 280g.jpg?q=10
mr-waffle-caramel-crunchy-spread,MR Waffle Caramel Crunchy Spread,360g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,360,shopify,100,deny,manual,1550,TRUE,TRUE,https://assets.indolj.io/upload/1752363502-MR Waffle Caramel Crunchy Spread 360g.jpg?q=10
mr-waffle-caramel-spread,MR Waffle Caramel Spread,360g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,360,shopify,100,deny,manual,1550,TRUE,TRUE,https://assets.indolj.io/upload/1752363513-MR Waffle Caramel Spread 360g.jpg?q=10
skippy-creamy-peanut-butter,Skippy Creamy Peanut Butter,462g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,462,shopify,100,deny,manual,2450,TRUE,TRUE,https://assets.indolj.io/upload/1752363590-Skippy Creamy Peanut Butter 462g.jpg?q=10
jif-creamy-peanut-butter,Jif Creamy Peanut Butter,454g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,454,shopify,100,deny,manual,2350,TRUE,TRUE,https://assets.indolj.io/upload/1752363418-Jif Creamy Peanut Butter 454g.jpg?q=10
lotus-biscoff-spread,Lotus Biscoff Spread,400g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,400,shopify,100,deny,manual,2400,TRUE,TRUE,https://assets.indolj.io/upload/1752363437-Lotus Biscoff Spread 400g.jpg?q=10
ag-peanut-butter-creamy,AG Peanut Butter Creamy,510g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,510,shopify,100,deny,manual,2350,TRUE,TRUE,https://assets.indolj.io/upload/1752363106-AG Peanut Butter Creamy 510g.jpg?q=10
best-day-peanut-butter-cuncky,Best day Peanut Butter Cuncky,510g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,510,shopify,100,deny,manual,1190,TRUE,TRUE,https://assets.indolj.io/upload/1752363153-Best day Peanut Butter Cuncky 510g.jpg?q=10
herman-peanut-butter-creamy,Herman Peanut Butter Creamy,340g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,340,shopify,100,deny,manual,1230,TRUE,TRUE,https://assets.indolj.io/upload/1752363367-Herman Peanut Butter Creamy 340g.jpg?q=10
herman-peanut-butter-crunchy,Herman Peanut Butter Crunchy,340g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,340,shopify,100,deny,manual,1230,TRUE,TRUE,https://assets.indolj.io/upload/1752363375-Herman Peanut Butter Crunchy 340g.jpg?q=10
best-day-peanut-butter-creamy,Best day Peanut Butter Creamy,227g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,227,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1752363139-Best day Peanut Butter Creamy 227g.jpg?q=10
diablo-sf-peanut-butter-spread-smooth,Diablo SF Peanut Butter Spread Smooth,340g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,340,shopify,100,deny,manual,2150,TRUE,TRUE,https://assets.indolj.io/upload/1752363270-Diablo SF peanut butter crunchy spread 340g.jpg?q=10
biona-organic-almond-butter-smooth-unsalted,Biona Organic Almond Butter Smooth Unsalted,250g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,4250,TRUE,TRUE,https://assets.indolj.io/upload/1752363236-Biona Organic Almond Butter Smooth Unsalted 250g.jpg?q=10
biona-organic-almond-butter-crunchy,Biona Organic Almond Butter Crunchy,170g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,170,shopify,100,deny,manual,4250,TRUE,TRUE,https://assets.indolj.io/upload/1752363188-Biona Organic Almond Butter Crunchy 170g.jpg?q=10
el-sabor-salsa-dip,El Sabor Salsa Dip,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1580,TRUE,TRUE,https://assets.indolj.io/upload/1752363312-El Sabor Salsa Dip.jpg?q=10
el-sabor-guagamole-dip,El Sabor Guagamole Dip,300g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,300,shopify,100,deny,manual,1580,TRUE,TRUE,https://assets.indolj.io/upload/1752363328-El Sabor guagamole Dip 300g.jpg?q=10
prime-blue-chill-ice-hyd-drink,Prime Blue Chill Ice Hyd Drink,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,2450,TRUE,TRUE,https://assets.indolj.io/upload/1768311277-Prime Blue Chill Ice Hyd Drink 500ml.jfif?q=10
davidoff-rich-aroma,DavidOff Rich Aroma,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,3350,TRUE,TRUE,https://assets.indolj.io/upload/1752362990-DavidOff Rich Aroma 100g.jpg?q=10
okf-watermelon-with-aloe-drink-340ml,OKF Watermelon With Aloe Drink 340ml,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1782776808-OKFWatermelonWithAloeDrink340ml.jfif?q=10
prime-asi-hyd-drink,Prime ASI Hyd Drink,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,2450,TRUE,TRUE,https://assets.indolj.io/upload/1768311265-Prime ASI Hyd Drink 500ml.jfif?q=10
davidoff-espresso,DavidOff Espresso,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,3350,TRUE,TRUE,https://assets.indolj.io/upload/1752363012-DavidOff Epreso 100g.jpg?q=10
prime-erling-haaland-hyd-drink,Prime Erling Haaland Hyd Drink,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,2450,TRUE,TRUE,https://assets.indolj.io/upload/1768311320-Prime Erling Haaland Hyd Drink 500ml.jfif?q=10
davidoff-fine-aroma,DavidOff Fine Aroma,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,3350,TRUE,TRUE,https://assets.indolj.io/upload/1752363033-DavidOff Fine Aroma 100g.jpg?q=10
prime-red-chill-ice-hyd-drink,Prime Red Chill Ice Hyd Drink,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,2450,TRUE,TRUE,https://assets.indolj.io/upload/1768311351-Prime Red Chill Ice Hyd Drink 500ml.jfif?q=10
okf-sparkling-kiwi-lite-350ml,OKF Sparkling Kiwi Lite 350ml,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1782776999-OKFSparklingKiwiLite350ml.jfif?q=10
prime-orange-ice-hyd-drink,Prime Orange Ice Hyd Drink,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,2450,TRUE,TRUE,https://assets.indolj.io/upload/1768311330-Prime Orange Ice Hyd Drink 500ml.jfif?q=10
prime-collector-ceries-hyd-drink,Prime Collector Ceries Hyd Drink,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,2450,TRUE,TRUE,https://assets.indolj.io/upload/1768311296-Prime Collector Ceries Hyd Drink 500ml.jfif?q=10
okf-sparkling-strawbery-350ml,OKF Sparkling Strawbery 350ml,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1782777593-OKFSparklingStrawbery350ml.jfif?q=10
okf-sparkling-blue-lemonade-350ml,OKF Sparkling Blue Lemonade 350ml,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1782777676-OKFSparklingBlueLemonade350ml.jfif?q=10
okf-sparkling-lemon-350ml,OKF Sparkling Lemon 350ml,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1782777956-OKFSparklingLemon350ml.jfif?q=10
rani-orange,Rani Orange,240ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,240,shopify,100,deny,manual,290,TRUE,TRUE,https://assets.indolj.io/upload/1777534268-RaniOrange240ml.png?q=10
rani-pineapple,Rani Pineapple, 240ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,240,shopify,100,deny,manual,290,TRUE,TRUE,https://assets.indolj.io/upload/1777534283-Ranipinapple240ml.png?q=10
rani-peach,Rani Peach,240ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,240,shopify,100,deny,manual,290,TRUE,TRUE,https://assets.indolj.io/upload/1777534299-RaniPeach240ml.png?q=10
popping-boba-blueberry,Popping Boba Blueberry,280ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,280,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1777534492-PoppingBobaBlueberryDrink280ml.png?q=10
popping-boba-peach,Popping Boba Peach,280ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,280,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1777534330-PoppingBobaPeachDrink280ml.png?q=10
popping-boba-mango,Popping Boba Mango,280ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,280,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1777534368-PoppingBobaMangoDrink280ml.png?q=10
popping-boba-lychee,Popping Boba Lychee,280ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,280,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1777534425-PoppingBobaLycheeDrink280ml.png?q=10
popping-boba-green-grape,Popping Boba Green Grape,280ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,280,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1777534437-PoppingBobaGreenGrapeDrink280ml.png?q=10
popping-boba-apple,Popping Boba Apple,280ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,280,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1777534455-PoppingBobaAppleDrink280ml.png?q=10
popping-boba-strawberry,Popping Boba Strawberry,280ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,280,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1777534468-PoppingBobaStrawberryDrink280ml.png?q=10
vimto-blue-berry-bottle-330ml,Vimto Blue Berry Bottle 330ml,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,590,TRUE,TRUE,https://assets.indolj.io/upload/1781664220-VimtoBlueBerryBottle330ml.jfif?q=10
vimto-mix-fruit-bottle-330ml,Vimto Mix Fruit Bottle 330ml,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,590,TRUE,TRUE,https://assets.indolj.io/upload/1781664281-VimtoMixFruitBottle330ml.jfif?q=10
italiano-basil-seed-drink-lychee,Italiano Basil Seed Drink Lychee,290ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,290,shopify,100,deny,manual,190,TRUE,TRUE,https://assets.indolj.io/upload/1734336177-v1_11zon.png?q=10
italiano-basil-seed-drink-rose,Italiano Basil Seed Drink Rose,290ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,290,shopify,100,deny,manual,190,TRUE,TRUE,https://assets.indolj.io/upload/1734336229-v2.webp?q=10
italiano-basil-seed-drink-cocktail,Italiano Basil Seed Drink Cocktail,290ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,290,shopify,100,deny,manual,190,TRUE,TRUE,https://assets.indolj.io/upload/1734520177-Italiano Basil Seed Drink Cocktail.webp?q=10
coco-queen-pineapple,Coco Queen Pineapple,320ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,320,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1752372666-Coco Queen Pineapple 320ml.jpg?q=10
coco-queen-coconut,Coco Queen Coconut,320ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,320,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1762424098-a.jpeg?q=10
coco-queen-watermelon,Coco Queen Watermelon,320ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,320,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1752372760-Coco Queen Watermelon 320ml.jpg?q=10
coco-queen-orange,Coco Queen Orange,320ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,320,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1752372790-Coco Queen Orange 320ml.jpg?q=10
coco-queen-melon,Coco Queen Melon,320ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,320,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1752372840-Coco Queen Melon 320ml.jpg?q=10
coco-queen-strawberry,Coco Queen Strawberry,320ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,320,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1752372876-Coco Queen Strawberry 320ml.jpg?q=10
lipton-ice-tea-lemon,Lipton Ice tea Lemon,315g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,315,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1752373016-Lipton Ice tea Lemon 315g.jpg?q=10
lipton-ice-tea-peach,Lipton ice tea Peach,320ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,320,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1752373050-Lipton ice tea Peach 320ml.jpg?q=10
lipton-ice-tea-red-f,Lipton ice Tea Red F,320ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,320,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1752373078-Lipton ice Tea Red F 320ml.jpg?q=10
monster-energy-green,Monster Energy Green,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,1270,TRUE,TRUE,https://assets.indolj.io/upload/1752373105-Monster Energy Green 500ml.jpg?q=10
monster-ultra-golden-pineapple,Monster Ultra Golden PineApple,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,1270,TRUE,TRUE,https://assets.indolj.io/upload/1752373141-Monster Ultra Golden PineApple 500ml.jpg?q=10
monster-the-docter,Monster The docter,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,1270,TRUE,TRUE,https://assets.indolj.io/upload/1762423879-WhatsApp Image 2025-11-06 at 1.10.14 PM.jpeg?q=10
cacaolat-drink-mocca,Cacaolat Drink Mocca,200ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,200,shopify,100,deny,manual,590,TRUE,TRUE,https://assets.indolj.io/upload/1752373221-Cacaolat Drink Mocca 200ml.jpg?q=10
cacaolat-drink-mocoa-milk-sf,Cacaolat Drink Mocoa Milk SF,200ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,200,shopify,100,deny,manual,590,TRUE,TRUE,https://assets.indolj.io/upload/1752373248-Cacaolat Drink Mocoa Milk SF 200ml.jpg?q=10
cacaolat-drink-original-milk,Cacaolat Drink Original Milk,200ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,200,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1752373278-Cacaolat Drink Original Milk 200ml.jpg?q=10
shezan-lemon-barley,Shezan Lemon Barley,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752373310-Shezan Lemon Barley 250ml.jpg?q=10
shezan-lychee,Shezan lychee,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752373337-Shezan lychee 250ml.jpg?q=10
shezan-mango,Shezan mango,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752373364-Shezan mango 250ml.jpg?q=10
shezan-fruit-punch,Shezan fruit punch,250ml ,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752373405-Shezan fruit punch 250ml.jpg?q=10
gatorade-lemon-lime,Gatorade lemon Lime,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,140,TRUE,TRUE,https://assets.indolj.io/upload/1752373462-Gatorade lemon Lime 500m.jpg?q=10
gatorade-tropical-fruits,Gatorade Tropical fruits,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,140,TRUE,TRUE,https://assets.indolj.io/upload/1752373489-Gatorade Tropical fruits 500ml.jpg?q=10
gatorade-blue-bolt,Gatorade Blue Bolt,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,140,TRUE,TRUE,https://assets.indolj.io/upload/1752373519-Gatorade Blue Bolt 500ml.jpg?q=10
italiano-seed-drink-rose,Italiano Seed Drink Rose,290ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,290,shopify,100,deny,manual,190,TRUE,TRUE,https://assets.indolj.io/upload/1752373548-Italiano Seed Drink Rose 290ml.jpg?q=10
italiano-seed-drink-mango,Italiano Seed Drink Mango,290ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,290,shopify,100,deny,manual,190,TRUE,TRUE,https://assets.indolj.io/upload/1752373572-Italiano Seed Drink Mango 290ml.jpg?q=10
snicker-milk-shake,Snicker Milk Shake,350ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,350,shopify,100,deny,manual,1990,TRUE,TRUE,https://assets.indolj.io/upload/1752373596-Snicker Milk Shake 350ml.jpg?q=10
mars-shake,Mars Shake,350ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,350,shopify,100,deny,manual,1990,TRUE,TRUE,https://assets.indolj.io/upload/1752373901-Mars Shake 350ml.jpg?q=10
twix-milk-shake,Twix Milk Shake,350ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,350,shopify,100,deny,manual,1990,TRUE,TRUE,https://assets.indolj.io/upload/1752373844-Twix Milk Shake 350ml.jpg?q=10
mars-caramel-milk-shake,Mars Caramel Milk Shake,350ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,350,shopify,100,deny,manual,1990,TRUE,TRUE,https://assets.indolj.io/upload/1752373871-Mars Caramel Milk Shake 350ml.jpg?q=10
sting-red,Sting Red,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752373945-Sting Red 500ml.jpg?q=10
sting-yellow,Sting Yellow,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752373973-Sting Yellow 500ml.jpg?q=10
redbull-sf,RedBull SF,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,650,TRUE,TRUE,https://assets.indolj.io/upload/1752374021-RedBull SF 250ml.jpg?q=10
redbull,RedBull,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,650,TRUE,TRUE,https://assets.indolj.io/upload/1752374050-RedBull 250ml.jpg?q=10
sprite-can-lemon-lime,Sprite Can Lemon & Lime,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374245-Sprite Can Lemon Lime 250ml.jpg?q=10
7up-can,7up Can,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374286-7Up Can 250ml.jpg?q=10
sprite-zero-can-pak,Sprite Zero Can Pak,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374315-Sprite Zero Can Pak 250ml.jpg?q=10
coke-zero-can,Coke Zero Can,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374341-Coke Zero Can 250ml.jpg?q=10
coke-can-pak,Coke Can Pak,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374372-Coke Can Pak 250ml.jpg?q=10
pepsi-zero-can,Pepsi Zero Can,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374398-Pepsi Zero Can 250.jpg?q=10
pepsi-can,Pepsi Can,250ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,250,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374428-Pepsi Can 250ml.jpg?q=10
pepsi,Pepsi,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374633-Pepsi 500ml.jpg?q=10
7up-mint-lemonade,7Up Mint lemonade,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374658-7Up Mint lemonade 500ml.jpg?q=10
cappy-pulpy-orange,Cappy Pulpy Orange,350ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,350,shopify,100,deny,manual,170,TRUE,TRUE,https://assets.indolj.io/upload/1752374686-Cappy Pulpy Orange 350ml.jpg?q=10
sprite-lemon-mint,Sprite Lemon Mint,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374713-Sprite Lemon Mint 500ml.jpg?q=10
sprite-mint,Sprite Mint,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374738-Sprite Mint 500ml.jpg?q=10
coke-zero,Coke Zero,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374770-Coke Zero 500ml.jpg?q=10
coke,Coke,500ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,500,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1752374789-Coke 500ml.jpg?q=10
warheads-sour-green-apple-soda-can,Warheads Sour Green Apple Soda Can,355ML,Candyshop,General,"General, Imported",TRUE,Title,Default Title,355,shopify,100,deny,manual,1050,TRUE,TRUE,https://assets.indolj.io/upload/1775745413-WarheadsSourGreenAppleSodaCan355ML.jfif?q=10
koolaid-soda-grape,Koolaid Soda Grape,355ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,355,shopify,100,deny,manual,1290,TRUE,TRUE,https://assets.indolj.io/upload/1775745447-KoolaidSodaGrape355ml.jfif?q=10
koolaid-soda-blue-raspberry,Koolaid Soda Blue raspberry,355ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,355,shopify,100,deny,manual,1290,TRUE,TRUE,https://assets.indolj.io/upload/1775745531-KoolaidSodaBlueraspberry355ml.jfif?q=10
koolaid-soda-black-cherry,Koolaid Soda Black Cherry,355ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,355,shopify,100,deny,manual,1290,TRUE,TRUE,https://assets.indolj.io/upload/1775745568-KoolaidSodaBlackCherry355ml.jfif?q=10
koolaid-soda-orange,Koolaid Soda Orange,355ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,355,shopify,100,deny,manual,1290,TRUE,TRUE,https://assets.indolj.io/upload/1775745599-KoolaidSodaOrange355ml.jfif?q=10
koolaid-soda-sharkleberry,Koolaid Soda SharkleBerry,355ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,355,shopify,100,deny,manual,1290,TRUE,TRUE,https://assets.indolj.io/upload/1775745630-KoolaidSodaSharkleBerry355ml.jfif?q=10
isseymiyake-intense-man-edt,IsseyMiyake Intense Man EDT,125ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,125,shopify,100,deny,manual,14900,TRUE,TRUE,https://assets.indolj.io/upload/1752369616-IsseyMiyake Intense Man EDT 125ml.jpg?q=10
ck-euphoria-lady-edp-gift-set,CK Euphoria Lady EDP Gift Set,100+200ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,200,shopify,100,deny,manual,18500,TRUE,TRUE,https://assets.indolj.io/upload/1752369266-CK Euphoria Lady EDP Gift Set 100 200ml.jpg?q=10
versace-edt-lady-gift-set,Versace EDT Lady Gift Set,100+150ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,25500,TRUE,TRUE,https://assets.indolj.io/upload/1752370053-Versace EDT Lady Gift Set 100 150ml.jpg?q=10
guess-girl-lady-edp-gift-set,Guess Girl lady EDP Gift Set,100+15+200ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,200,shopify,100,deny,manual,11500,TRUE,TRUE,https://assets.indolj.io/upload/1752369564-Guess Girl lady EDP Gift Set 100 15 200ml.jpg?q=10
david-beckham-intimately-man-edt,David Beckham Intimately Man EDT,75ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,5000,TRUE,TRUE,https://assets.indolj.io/upload/1752369433-David beckham Intimately Man EDT 75ml.jpg?q=10
david-beckham-classic-white-man-edt,David Beckham Classic White Man EDT,90ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,5000,TRUE,TRUE,https://assets.indolj.io/upload/1752369383-David beckham Classic White Man EDT 90ml.jpg?q=10
versace-pour-homme-men-edt,Versace Pour Homme Men EDT,100ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,18700,TRUE,TRUE,https://assets.indolj.io/upload/1752370037-Versace Pour Homme Men EDT 100ml.jpg?q=10
dolce-gabbana-only-one-intense-lady-edp,Dolce & Gabbana Only One Intense Lady EDP,100ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,31500,TRUE,TRUE,https://assets.indolj.io/upload/1752369504-Dolce Gabbana only One Intense Lady EDP 100ml.jpg?q=10
valentino-uomo-man-edt,Valentino Uomo Man EDT,100ml,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,28700,TRUE,TRUE,https://assets.indolj.io/upload/1752370003-Valentino uomo Man EDT 100ml.jpg?q=10
